epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,78.5894,1.98561,10.2334,2.72224,0.00155,0.375,0.00165,0.00017,3.4814,9.51446,3.51876,0.00015003,0.00015003,0.00015003
2,153.776,1.48844,7.72534,1.94954,0.46162,0.27761,0.30665,0.18459,1.65479,5.24122,1.95832,0.000159949,0.000159949,0.000159949
